,date,prices,market_caps,total_volumes,id,open,high,low,close
54,2015-10-01,0.6858121897138929,50481342.528862044,588839.7815035215,ethereum,,,,
55,2015-10-02,0.6762217338750541,49792779.28891763,220969.48495190177,ethereum,,,,
56,2015-10-03,0.6874757575411915,50638684.01549935,163820.85347975112,ethereum,0.685812,0.687476,0.676222,0.687476
57,2015-10-04,0.6675468579375702,49187272.3502002,104370.45073472841,ethereum,,,,
58,2015-10-05,0.6282550742429386,46307572.65224096,221647.20706785333,ethereum,,,,
59,2015-10-06,0.64565776230867,47605896.39364778,268523.03787593375,ethereum,,,,
60,2015-10-07,0.6100126973575233,44984157.19104538,216715.50684861522,ethereum,0.667547,0.667547,0.610013,0.610013
61,2015-10-08,0.6234833021554507,45977519.79859987,310876.1441075317,ethereum,,,,
62,2015-10-09,0.650768764684828,47989631.2526218,379233.1220398259,ethereum,,,,
63,2015-10-10,0.6297949417268295,46490996.55001768,145554.93808006204,ethereum,,,,
64,2015-10-11,0.6370439806918999,47026115.24213034,87074.79961764446,ethereum,0.623483,0.650769,0.623483,0.637044
65,2015-10-12,0.628787281832734,46416611.842303865,108895.52921643597,ethereum,,,,
66,2015-10-13,0.6026272723327593,44485499.29942276,297117.07710031554,ethereum,,,,
67,2015-10-14,0.517689435598842,38272635.02078042,944847.8047126097,ethereum,,,,
68,2015-10-15,0.5614990042588522,41527413.54435173,376563.0715091993,ethereum,0.628787,0.628787,0.517689,0.561499
69,2015-10-16,0.5331480200007419,39443831.31743269,247071.24723507115,ethereum,,,,
70,2015-10-17,0.5490283089973744,40632190.61699083,317377.7617794195,ethereum,,,,
71,2015-10-18,0.5184445473595721,38382124.41691709,133661.67045159836,ethereum,,,,
72,2015-10-19,0.4870672984193326,36070935.31062339,240250.37656809334,ethereum,0.533148,0.549028,0.487067,0.487067
73,2015-10-20,0.4329785990312485,32076052.631905656,352361.0618641571,ethereum,,,,
74,2015-10-21,0.4397689744048958,32590298.008333907,599041.0131522977,ethereum,,,,
75,2015-10-22,0.5654615066780281,41918540.78268511,979304.0724230009,ethereum,,,,
76,2015-10-23,0.540737766800056,40100107.0136459,866798.4888542511,ethereum,0.432979,0.565462,0.432979,0.540738
77,2015-10-24,0.5685737685118122,42179070.75754259,259157.66241063716,ethereum,,,,
78,2015-10-25,0.6319388092249569,46895926.257060364,476617.738601437,ethereum,,,,
79,2015-10-26,0.7439579097275092,55226993.78944921,1174026.819064362,ethereum,,,,
80,2015-10-27,0.8544552504832845,63451496.574236006,1887568.9059290001,ethereum,0.568574,0.854455,0.568574,0.854455
81,2015-10-28,1.010409721259424,75057962.81264551,2447633.7976275166,ethereum,,,,
82,2015-10-29,1.163748635576317,86478981.5524642,2236842.210445422,ethereum,,,,
83,2015-10-30,1.041849054896385,77447839.42741764,2384549.998119618,ethereum,,,,
84,2015-10-31,0.9070916284167455,67453442.47710526,652271.5873221146,ethereum,1.01,1.16,0.907092,0.907092
85,2015-11-01,1.058541941291151,78742733.24541084,603996.1990296076,ethereum,,,,
86,2015-11-02,0.9550458603200441,71066352.05814125,970665.6783058537,ethereum,,,,
87,2015-11-03,1.002344802929553,74613449.56251672,1878273.0109212757,ethereum,1.059,1.059,0.955046,1.002
88,2015-11-04,0.9018086605486009,67152505.55125615,3218064.880847628,ethereum,,,,
89,2015-11-05,0.906601136813436,67532501.09696001,1202885.3800460405,ethereum,,,,
90,2015-11-06,0.9094421987209234,67767390.10082617,913629.1696859167,ethereum,,,,
91,2015-11-07,0.922482091197951,68761146.27837914,904631.8699629814,ethereum,0.901809,0.922482,0.901809,0.922482
92,2015-11-08,1.030499514179018,76839299.32470989,1040086.7545033679,ethereum,,,,
93,2015-11-09,0.9958029845225516,74277547.07634276,1972521.3874033373,ethereum,,,,
94,2015-11-10,0.9348342219016499,69753492.14382021,865031.5412400892,ethereum,,,,
95,2015-11-11,0.7887611772679245,58873875.70678452,1243322.7527190507,ethereum,1.03,1.03,0.788761,0.788761
96,2015-11-12,0.90074206650109,67254888.20415637,826829.6689207307,ethereum,,,,
97,2015-11-13,0.9040815579448993,67527257.40972713,545086.2658886773,ethereum,,,,
98,2015-11-14,0.8842289054037304,66066714.4889687,361586.11600976856,ethereum,,,,
99,2015-11-15,0.9108255481961639,68078325.7946219,432023.407831642,ethereum,0.900742,0.910826,0.884229,0.910826
100,2015-11-16,0.9338407839578461,69812830.40735959,616346.9298519328,ethereum,,,,
101,2015-11-17,0.9952733578828389,74440734.3005621,1128249.5445129166,ethereum,,,,
102,2015-11-18,0.9944285799213992,74402718.74542972,687203.3331021931,ethereum,,,,
103,2015-11-19,0.9514712892422663,71212297.76056388,434385.481510446,ethereum,0.933841,0.995273,0.933841,0.951471
104,2015-11-20,0.9268031189591781,69388368.57982641,606560.338362119,ethereum,,,,
105,2015-11-21,0.9735724342696529,72914368.80252853,454926.9190034523,ethereum,,,,
106,2015-11-22,0.96473853235469,72276339.25126061,371962.8833336563,ethereum,,,,
107,2015-11-23,0.9452203362307195,70839197.81949022,437126.39426833094,ethereum,0.926803,0.973572,0.926803,0.94522
108,2015-11-24,0.8993611354663962,67424299.39769948,354914.08621214016,ethereum,,,,
109,2015-11-25,0.8677070917677269,65072847.332706206,708867.1776788787,ethereum,,,,
110,2015-11-26,0.8948747707881739,67132055.60740013,959696.4719438321,ethereum,,,,
111,2015-11-27,0.8707128002545287,65341845.392888874,398595.4996438545,ethereum,0.899361,0.899361,0.867707,0.870713
112,2015-11-28,0.9173987754375574,68868768.28657502,465064.93868912815,ethereum,,,,
113,2015-11-29,0.8717449537893333,65463342.96555324,436939.13020833576,ethereum,,,,
114,2015-11-30,0.8736009320890139,65624853.97047546,775372.5405749859,ethereum,0.917399,0.917399,0.871745,0.873601
115,2015-12-01,0.8750039976447704,65752486.02943543,643109.8579217136,ethereum,,,,
116,2015-12-02,0.8227337811375524,61844779.03171155,494205.89284799533,ethereum,,,,
117,2015-12-03,0.8247651888810106,62018808.085017644,541681.1368684795,ethereum,0.875004,0.875004,0.822734,0.824765
118,2015-12-04,0.8387909512811372,63094325.07829986,241947.49444270384,ethereum,,,,
119,2015-12-05,0.8645837297560469,65056337.64166404,226084.41071520853,ethereum,,,,
120,2015-12-06,0.8349924869606098,62850264.41510667,429681.2894745185,ethereum,,,,
121,2015-12-07,0.8007502839259887,60292476.61320164,494657.61802976346,ethereum,0.838791,0.864584,0.80075,0.80075
122,2015-12-08,0.8188527088752511,61675859.110314034,435966.80884823814,ethereum,,,,
123,2015-12-09,0.7918293483107267,59661067.18085799,627128.9260492469,ethereum,,,,
124,2015-12-10,0.8474422420390545,63872552.27588074,374543.00586710183,ethereum,,,,
125,2015-12-11,0.9167389424445134,69119370.62718369,765839.8738111159,ethereum,0.818853,0.916739,0.791829,0.916739
126,2015-12-12,0.9712583097472548,73250296.07272834,1385279.0437324098,ethereum,,,,
127,2015-12-13,0.9583031735578238,72302484.28350292,279257.6104401555,ethereum,,,,
128,2015-12-14,0.9954898346339888,75133022.39506158,562723.38601539,ethereum,,,,
129,2015-12-15,1.0170637001075,76787012.60189861,573171.6204861925,ethereum,0.971258,1.017,0.958303,1.017
130,2015-12-16,0.9889124423815733,74686005.22814946,207316.98728030306,ethereum,,,,
131,2015-12-17,0.9402283251940493,71033582.40629953,641112.3505143464,ethereum,,,,
132,2015-12-18,0.9211717831099321,69616990.9878865,297866.39712775947,ethereum,,,,
133,2015-12-19,0.9096329169325174,68767429.85047308,333313.4238328429,ethereum,0.988912,0.988912,0.909633,0.909633
134,2015-12-20,0.9032316429089903,68305705.24538197,467489.5933259762,ethereum,,,,
135,2015-12-21,0.8968062870238118,67842615.39188164,543846.3978062818,ethereum,,,,
136,2015-12-22,0.8789593130596947,66514758.19337365,468144.5604338489,ethereum,,,,
137,2015-12-23,0.8675654552724993,65674405.654046126,333657.8603050268,ethereum,0.903232,0.903232,0.867565,0.867565
138,2015-12-24,0.861363016488459,65226512.003279686,353090.34035883,ethereum,,,,
139,2015-12-25,0.8707183439745884,65957619.83793369,169208.7604895867,ethereum,,,,
140,2015-12-26,0.8530178649009634,64637552.400460914,424123.09670471714,ethereum,,,,
141,2015-12-27,0.8588870868776094,65104495.77797423,208247.21865890338,ethereum,0.861363,0.870718,0.853018,0.858887
142,2015-12-28,0.8421696130307879,63858382.55360898,228592.5875954824,ethereum,,,,
143,2015-12-29,0.8694878107781919,65951485.1558242,211396.56750766764,ethereum,,,,
144,2015-12-30,0.9003543017405369,68315404.54669571,584414.4705682999,ethereum,,,,
145,2015-12-31,0.9365399677803522,71083912.69961053,668846.07044826,ethereum,0.84217,0.93654,0.84217,0.93654
146,2016-01-01,0.9463133430749894,71849843.66511223,202032.13336863558,ethereum,,,,
147,2016-01-02,0.9381261621726148,71252107.9687766,252880.2353165073,ethereum,,,,
148,2016-01-03,0.9721969755035614,73864483.22222728,402755.9084078687,ethereum,0.946313,0.972197,0.938126,0.972197
149,2016-01-04,0.9592978352147374,72909192.00505088,341506.82136802946,ethereum,,,,
150,2016-01-05,0.9531022411427653,72462361.87937805,217443.23809763335,ethereum,,,,
151,2016-01-06,0.9684340117908705,73650960.93328463,328507.1523817127,ethereum,,,,
152,2016-01-07,0.9589767803876823,72931723.30621576,642269.5176489778,ethereum,0.959298,0.968434,0.953102,0.958977
153,2016-01-08,0.9955747811931686,75767382.4398899,554403.4018238547,ethereum,,,,
154,2016-01-09,1.02478096778813,78016544.33428131,254045.62911324683,ethereum,,,,
155,2016-01-10,1.01996585607406,77676004.65241879,404315.93496207293,ethereum,,,,
156,2016-01-11,1.068726621062779,81416101.6377075,1025253.0383450065,ethereum,0.995575,1.069,0.995575,1.069
157,2016-01-12,1.167362900827917,88958959.89936547,2962550.3945903103,ethereum,,,,
158,2016-01-13,1.12958834642001,86108971.48293594,1003321.3604582713,ethereum,,,,
159,2016-01-14,1.157377553252501,88257219.96322113,731050.8483768429,ethereum,,,,
160,2016-01-15,1.21073546288485,92329493.82516772,4049516.2124520643,ethereum,1.17,1.21,1.13,1.21
161,2016-01-16,1.215691295024754,92765190.35300171,2377737.1425659666,ethereum,,,,
162,2016-01-17,1.321855711753408,100866229.13386133,1176009.00668505,ethereum,,,,
163,2016-01-18,1.39830112692888,106770204.99600992,4073710.1202780646,ethereum,,,,
164,2016-01-19,1.3769900190471,105177492.60810892,1684557.2914079635,ethereum,1.22,1.4,1.22,1.38
165,2016-01-20,1.565411904541257,119608403.90910526,2899771.051018662,ethereum,,,,
166,2016-01-21,1.544691862235827,118064297.75775222,1670627.3218903034,ethereum,,,,
167,2016-01-22,1.471341822504971,112494896.69290045,1585027.991812104,ethereum,,,,
168,2016-01-23,1.692156284936261,129390552.65124127,2212028.7971573095,ethereum,1.57,1.69,1.47,1.69
169,2016-01-24,2.131691495370684,163090024.6945184,9578400.618786106,ethereum,,,,
170,2016-01-25,2.48139608647395,189898537.77611715,10884776.210849365,ethereum,,,,
171,2016-01-26,2.086782726986503,159744115.0673894,11669540.231742326,ethereum,,,,
172,2016-01-27,2.384501158704437,182534589.0343229,7048626.2187527,ethereum,2.13,2.48,2.09,2.38
173,2016-01-28,2.519719734523484,193030853.2041578,5043090.697552952,ethereum,,,,
174,2016-01-29,2.486203232055895,190524391.83507282,6527897.661629626,ethereum,,,,
175,2016-01-30,2.437601273512591,186862759.72151402,3674090.3975050296,ethereum,,,,
176,2016-01-31,2.298766557449123,176275775.71473008,5834817.706592737,ethereum,2.52,2.52,2.3,2.3
177,2016-02-01,2.221883059355513,170434539.30474818,3991411.3414352452,ethereum,,,,
178,2016-02-02,2.403111855327034,184396131.5986807,3602402.308067327,ethereum,,,,
179,2016-02-03,2.515949933456795,193120920.3597334,4030697.3392438097,ethereum,2.22,2.52,2.22,2.52
180,2016-02-04,2.557178944302694,196350197.91323307,3532651.020271136,ethereum,,,,
181,2016-02-05,2.532878565491474,194548161.01786965,2640353.6147680376,ethereum,,,,
182,2016-02-06,2.517776369343559,193450250.47357807,1924574.7180617019,ethereum,,,,
183,2016-02-07,2.950776113177157,226795324.20954534,7099203.5519039435,ethereum,2.56,2.95,2.52,2.95
184,2016-02-08,3.165335693696386,243366581.58299115,9781404.736808997,ethereum,,,,
185,2016-02-09,3.720453286688504,286139280.9840226,16355217.945349474,ethereum,,,,
186,2016-02-10,4.427431437703359,340624194.15097886,29316397.613274623,ethereum,,,,
187,2016-02-11,6.005000308112697,462140079.76210976,28752968.923665255,ethereum,3.17,6.01,3.17,6.01
188,2016-02-12,5.475649283683189,421542668.4566254,9902598.244079141,ethereum,,,,
189,2016-02-13,5.373284921940013,413798928.6182676,25637385.479897276,ethereum,,,,
190,2016-02-14,5.169512436402438,398234915.54443055,11552061.707776096,ethereum,,,,
191,2016-02-15,5.319058286377442,409885035.83075976,13786358.783861183,ethereum,5.48,5.48,5.17,5.32
192,2016-02-16,4.368970122064963,336781865.25572217,15444552.58629855,ethereum,,,,
193,2016-02-17,3.744022470740231,288700599.2729368,14847989.04999859,ethereum,,,,
194,2016-02-18,4.397939042003922,339233532.70569825,17707643.869024027,ethereum,,,,
195,2016-02-19,4.493895382965731,346746765.74089813,7215680.13205692,ethereum,4.37,4.49,3.74,4.49
196,2016-02-20,4.301875677560981,332040532.28508496,8703306.94050525,ethereum,,,,
197,2016-02-21,4.653970273276003,359334417.7208708,6458218.23306439,ethereum,,,,
198,2016-02-22,5.608714257576696,433193897.2217689,15140246.890369605,ethereum,,,,
199,2016-02-23,5.612091439849516,433593972.8044955,13534870.66434678,ethereum,4.3,5.61,4.3,5.61
200,2016-02-24,6.134381259039694,474102955.51858103,11396482.659191374,ethereum,,,,
201,2016-02-25,5.93625743323269,458942242.84471726,20614025.807056963,ethereum,,,,
202,2016-02-26,5.897351626440898,456082096.8564275,9515283.257397331,ethereum,,,,
203,2016-02-27,6.357091762158404,491795616.48932266,8967228.051799431,ethereum,6.13,6.36,5.9,6.36
204,2016-02-28,6.440650848847282,498424354.01221955,9683081.005927766,ethereum,,,,
205,2016-02-29,6.312028458049726,488620056.2443799,7546069.554011689,ethereum,6.44,6.44,6.31,6.31
206,2016-03-01,7.560157049617909,585403826.3853717,20945587.168326743,ethereum,,,,
207,2016-03-02,8.398318163034869,650547162.2177418,29743237.911609612,ethereum,,,,
208,2016-03-03,9.504937042998197,736507630.9102448,40441406.846499346,ethereum,7.56,9.5,7.56,9.5
209,2016-03-04,10.03776475108964,778040245.1399581,35604151.84878607,ethereum,,,,
210,2016-03-05,10.93519773927983,847886363.7817264,54303350.00956653,ethereum,,,,
211,2016-03-06,10.96466178163567,850440219.9342833,41487265.46159489,ethereum,,,,
212,2016-03-07,9.397469868813554,729122199.5218774,31891736.915083926,ethereum,10.04,10.96,9.4,9.4
213,2016-03-08,9.800690787314164,760648959.2261459,26473661.601431258,ethereum,,,,
214,2016-03-09,11.97157975649351,929438076.2759757,28637679.638494223,ethereum,,,,
215,2016-03-10,11.2064229700308,870327228.7272445,26154096.467449,ethereum,,,,
216,2016-03-11,11.20893669288255,870802676.0308328,21083465.444312476,ethereum,9.8,11.97,9.8,11.21
217,2016-03-12,13.37620667356022,1039511436.0395219,49863322.38648788,ethereum,,,,
218,2016-03-13,14.89359978457807,1157819808.965224,41625885.68412731,ethereum,,,,
219,2016-03-14,12.28982460670519,955721344.4457039,56738456.43221119,ethereum,,,,
220,2016-03-15,12.966897673599,1008754617.7585647,30654519.10842079,ethereum,13.38,14.89,12.29,12.97
221,2016-03-16,12.52943314528079,975104638.0634549,23016882.43185901,ethereum,,,,
222,2016-03-17,10.956232214701,856001603.1676563,41222397.150388725,ethereum,,,,
223,2016-03-18,10.79765033887468,843946887.9342747,56331932.49799413,ethereum,,,,
224,2016-03-19,10.43953586817164,816289545.7437397,26241552.22233686,ethereum,12.53,12.53,10.44,10.44
225,2016-03-20,10.21749097388716,799245003.4284257,17365910.955602583,ethereum,,,,
226,2016-03-21,11.85112269425594,927407651.003754,28692538.03850463,ethereum,,,,
227,2016-03-22,11.31742767517068,886765230.0935057,19752147.756938808,ethereum,,,,
228,2016-03-23,12.40319150724304,972225642.275035,19194415.657153998,ethereum,10.22,12.4,10.22,12.4
229,2016-03-24,11.12762218636002,872598276.4440267,25440037.393962998,ethereum,,,,
230,2016-03-25,10.64069143211582,834753145.0583116,13369781.43339712,ethereum,,,,
231,2016-03-26,10.96552244468764,860590847.122157,9099232.99988865,ethereum,,,,
232,2016-03-27,10.37751681820161,814770808.1488085,16296116.833151689,ethereum,11.13,11.13,10.38,10.38
233,2016-03-28,11.67625154039094,917099302.4921898,23146182.980729047,ethereum,,,,
234,2016-03-29,11.73817083046575,922332031.7043784,17227685.66894123,ethereum,,,,
235,2016-03-30,11.88228675953419,934038009.0318996,18966041.620488863,ethereum,,,,
236,2016-03-31,11.35463054290018,892916961.5825855,14483801.493105622,ethereum,11.68,11.88,11.35,11.35
237,2016-04-01,11.63607180334684,915415691.5298438,11085851.666571325,ethereum,,,,
238,2016-04-02,11.5639776320382,910108352.6203126,8250251.46099724,ethereum,,,,
239,2016-04-03,11.51238012010477,906254482.4679867,6190954.954391588,ethereum,11.64,11.64,11.51,11.51
240,2016-04-04,11.18688123888369,881135506.2361231,8612716.039295983,ethereum,,,,
241,2016-04-05,10.41948468988903,821026031.4553995,19160809.10508679,ethereum,,,,
242,2016-04-06,10.66622342007389,840796803.7682226,16326497.505610662,ethereum,,,,
243,2016-04-07,10.0295684039377,790923840.975488,12647730.142575275,ethereum,11.19,11.19,10.03,10.03
244,2016-04-08,9.758944911021473,769898368.4666554,14041839.904038262,ethereum,,,,
245,2016-04-09,9.899719595415823,781106339.0553539,12961939.644313943,ethereum,,,,
246,2016-04-10,8.814617175830122,695943784.1793737,42148631.996420056,ethereum,,,,
247,2016-04-11,8.66829211893249,684660770.877576,14850316.572718466,ethereum,9.76,9.9,8.67,8.67
248,2016-04-12,7.51681223420342,593949307.4480366,22286939.435105387,ethereum,,,,
249,2016-04-13,8.015604593105122,633611436.0474921,30653780.43975513,ethereum,,,,
250,2016-04-14,8.43365602127963,666925784.5002216,13178565.115089094,ethereum,,,,
251,2016-04-15,8.20613745870167,649194329.0397049,11510142.230195371,ethereum,7.52,8.43,7.52,8.21
252,2016-04-16,8.555981966976974,677141041.3390801,9164981.891612116,ethereum,,,,
253,2016-04-17,9.323170276346234,738147546.3926145,23406128.933429755,ethereum,,,,
254,2016-04-18,8.960482405053712,709720474.7865463,20650475.766265374,ethereum,,,,
255,2016-04-19,8.696773038727313,689106961.8888905,11931697.805021903,ethereum,8.56,9.32,8.56,8.7
256,2016-04-20,8.484150722584234,672532357.9918683,14929127.402227022,ethereum,,,,
257,2016-04-21,8.11104074507033,643204549.648147,12241737.003326477,ethereum,,,,
258,2016-04-22,7.855106665179344,623163882.7267805,12838519.618996318,ethereum,,,,
259,2016-04-23,8.377192623957283,664843804.3114134,14263735.838354647,ethereum,8.48,8.48,7.86,8.38
260,2016-04-24,7.995361207240304,634792414.6359913,10251449.903605143,ethereum,,,,
261,2016-04-25,7.812751656077315,620380381.4729422,9849771.90571352,ethereum,,,,
262,2016-04-26,7.424663266229029,589953549.0718942,17588527.338440873,ethereum,,,,
263,2016-04-27,7.724694549946334,614038719.7664939,18898653.05760324,ethereum,8.0,8.0,7.42,7.72
264,2016-04-28,7.250216005225782,576551379.9087085,10503191.403122593,ethereum,,,,
265,2016-04-29,7.47581760975781,594731702.4822702,8232651.035704131,ethereum,,,,
266,2016-04-30,8.892970091837213,707751631.3173722,36023474.61132939,ethereum,7.25,8.89,7.25,8.89
267,2016-05-01,8.832454372832895,703213705.2833785,16329848.834566616,ethereum,,,,
268,2016-05-02,10.10782116866719,805073117.8028661,40531647.2594358,ethereum,,,,
269,2016-05-03,9.285335810954495,739862094.2932651,20068196.22374318,ethereum,8.83,10.11,8.83,9.29
270,2016-05-04,9.414136136064808,750420702.3036536,16758119.374866204,ethereum,,,,
271,2016-05-05,9.827130178456441,783653892.6075463,17630163.279848542,ethereum,,,,
272,2016-05-06,9.277042146778028,740079043.0208727,20206557.47556278,ethereum,,,,
273,2016-05-07,9.381202893584621,748684467.9155403,10242971.602412278,ethereum,9.41,9.83,9.28,9.38
274,2016-05-08,9.52920206226682,760794311.5000647,14850766.415806817,ethereum,,,,
275,2016-05-09,9.353276545574158,747045608.4385856,10349090.132607356,ethereum,,,,
276,2016-05-10,9.350283703928604,747107780.4041426,8837274.15169184,ethereum,,,,
277,2016-05-11,9.981302920467385,797843002.2628187,14650764.255450204,ethereum,9.53,9.98,9.35,9.98
278,2016-05-12,10.091492287586432,806976736.4777818,22804335.07313709,ethereum,,,,
279,2016-05-13,10.585661577212786,846829870.6061078,27489270.96990509,ethereum,,,,
280,2016-05-14,10.176098567981153,814388813.0253446,18055946.18486381,ethereum,,,,
281,2016-05-15,9.960446892869543,797447113.6994009,8453161.311741682,ethereum,10.09,10.59,9.96,9.96
282,2016-05-16,11.1336459827202,891725938.6611807,27963225.28498735,ethereum,,,,
283,2016-05-17,12.157137161266911,974091672.7174443,36364157.81238995,ethereum,,,,
284,2016-05-18,13.35361430554958,1070392165.1001045,62651459.72818858,ethereum,,,,
285,2016-05-19,14.71832475600216,1180254102.1753519,53477909.077545226,ethereum,11.13,14.72,11.13,14.72
286,2016-05-20,13.69368343400459,1098527825.600999,48337340.57185815,ethereum,,,,
287,2016-05-21,13.99924843857703,1123480271.01703,24426995.172922097,ethereum,,,,
288,2016-05-22,14.248986066415835,1143985930.6592457,17413663.620256484,ethereum,,,,
289,2016-05-23,13.23503660198636,1063005899.322382,21271913.57732469,ethereum,13.69,14.25,13.24,13.24
290,2016-05-24,12.66434299000911,1017513902.0341961,41166028.01368196,ethereum,,,,
291,2016-05-25,12.50426452924122,1005116816.0568345,25364775.557130534,ethereum,,,,
292,2016-05-26,12.498353409631168,1005043803.4223615,19032556.07440177,ethereum,,,,
293,2016-05-27,11.19174476153149,900334792.3619336,53491048.64137498,ethereum,12.66,12.66,11.19,11.19
294,2016-05-28,11.76324560569715,946689008.4566064,44051409.767962486,ethereum,,,,
295,2016-05-29,12.38905213533701,997114649.2059603,26254518.55363852,ethereum,,,,
296,2016-05-30,12.67843106889236,1021153612.0329038,13289827.482192438,ethereum,,,,
297,2016-05-31,14.00927375901662,1128785731.519008,39491270.92023739,ethereum,11.76,14.01,11.76,14.01
298,2016-06-01,13.857937834861247,1117038106.1276379,20161807.321217276,ethereum,,,,
299,2016-06-02,13.77433887468257,1110747962.0861454,9543717.946969878,ethereum,,,,
300,2016-06-03,13.8427358773047,1116709699.2231467,21310804.97545615,ethereum,13.86,13.86,13.77,13.84
301,2016-06-04,13.697394260187224,1105420836.3746781,14233023.489212893,ethereum,,,,
302,2016-06-05,13.970529067786634,1127904559.166551,9908484.139421096,ethereum,,,,
